Land;Hochschule;Fakultät;Stiftungsprofessur;Stifter;Fördersumme pro Jahr;Fördersumme insgesamt;Laufzeit;Startpunkt;Quelle;Alternativname;Status
Bayern;Universität München (Klinikum);;Experimentelle Schlaganfallforschung;Stiftung zur Erforschung der vaskulären Demenz;;;;2011;;;
Bayern;Universität München (Klinikum);;Bildgebung: Schlaganfall- und Demenzforschung;Stiftung zur Erforschung der vaskulären Demenz;;;;2012;;;
Bayern;Universität München (Klinikum);;Translationale Neurobiochemie;Deutsches Zentrum für Neurodegenerative Erkrankung e.V. (DZNE);;;;2012;;;
Bayern;Universität München (Klinikum);;Fettstoffwechsel und metabolische Erkrankungen;Helmholtz Zentrum München;;;5 Jahre;2014;;;
Bayern;Universität München (Klinikum);;Translationale Forschung auf dem Gebiet der Neurodegeneration;Deutsches Zentrum für Neurodegenerative Erkrankung e.V. (DZNE);;;;2011;;;
Bayern;Universität München (Klinikum);;Experimentelle Pneumologie;Helmholtz Zentrum München;;;;2008;;;
Bayern;TU München (ohne Klinikum);;SGL Group-Stiftungslehrstuhl für Carbon Composites;SGL Carbon GmbH;;;8 Jahre;2009;;;
Bayern;TU München (ohne Klinikum);;Lehrstuhl für Governance im internationalen Agribusiness;BayWa;;1370000;5 Jahre;2013;;;
Bayern;TU München (ohne Klinikum);;Susanne Klatten-Stiftungslehrstuhl für Empirische Bildungsforschung;Susanne Klatten;;10000000;10 Jahre;2009;;;
Bayern;TU München (ohne Klinikum);;Lehrinstitut für energieeffizientes und nachhaltiges Bauen und Planen;Verein für Bauforschung und Berufsbildung des Bayerischen Bauindustrieverbandes e.V.;;3500000;5 Jahre;2010;;;
Bayern;TU München (ohne Klinikum);;Friedl Schöller-Stiftungslehrstuhl für Unterrichts- und Hochschulforschung;Schöller Familien-Stiftung;;1725000;5 Jahre;2010;;;
Bayern;TU München (ohne Klinikum);;EADS-Stiftungslehrstuhl für Hubschraubertechnologie;Airbus Group;;4777000;8 Jahre;2010;;Eurocopter Deutschland GmbH;
Bayern;TU München (ohne Klinikum);;Friedrich Schiedel-Stiftungslehrstuhl für Wissenschaftssoziologie;Friedrich Schiedel-Stiftung;;3500000;10 Jahre;1013;;;
Bayern;TU München (ohne Klinikum);;Stiftungsprofessur für Industrielle Biokatalyse;Südchemie AG;;1300000;5 Jahre;2011;;;
Bayern;TU München (ohne Klinikum);;Heinz Nixdorf-Lehrstuhl für Didaktik der Mathematik;Heinz Nixdorf Stiftung;;1725000;5 Jahre;2009;;;
Bayern;TU München (ohne Klinikum);;Lehrstuhl für Software Engineering - ein Stiftungslehrstuhl der Capgemini sd&m AG;Capgemini Deutschland GmbH;;;5 Jahre;2012;;;
Bayern;TU München (ohne Klinikum);;Peter Löscher-Stiftungslehrstuhl für Wirtschaftsethik;Peter Löscher;;1760000;8 Jahre;2010;;;
Bayern;TU München (ohne Klinikum);;Markus Würth Stiftungsprofessur für Kinderneuroorthopädie und Cerebralparese;Würth;;;5 Jahre;2012;;Stiftung Würth;
Bayern;TU München (ohne Klinikum);;Markus Würth Stiftungsprofessur für Kinderneuroorthopädie und Cerebralparese;Buhl-Strohmaier-Stiftung;;;;;;Stiftung Würth;
Bayern;TU München (Klinikum);;Lehrstuhl für Allgemeinmedizin;AOK;;;6 Jahre;2009;;;
Bayern;TU München (Klinikum);;Lehrstuhl für Allgemeinmedizin;Kassenärztliche Vereinigung Bayerns;;;;;;;
Bayern;TU München (Klinikum);;Stiftungslehrstuhl für Kinder-Rehabilitation;Deutschen Rentenversicherung Bayern Süd;;;unbefristet;1992;;;
Bayern;TU München (Klinikum);;Stiftungsprofessur für Konservative und Rehabilitative Orthopädie;Medical Park AG;;;5 Jahre;2010;;;
Bayern;TU München (Klinikum);;Erich Rothenfußer Stiftungsprofessur für Naturheilkunde und Komplementärmedizin;Erich Rothenfußer Stiftung;;1500000;6 Jahre;2010;;;
Bayern;TU München (Klinikum);;Friedrich Schiedel-Stiftungslehrstuhl für Neurowissenschaften;Friedrich Schiedel-Stiftung;;5000000;9 Jahre;2004;;;
Bayern;TU München (Klinikum);;Stiftungsprofessur für Sozialpädiatrie;Theodor-Hellbrügge-Stiftung, Kliniken des Bezirks Obb./ Kinderzentrum München gGmbH;;;unbefristet;;;;
Bayern;FH Rosenheim;;Technische Mechanik;Seeoner Kreis;100000;;5 Jahre;2009;;;
Bayern;FH Rosenheim;;Mikrocomputertechnik;Dr. Johannes Heidenhain GmbH;100000;;5 Jahre;2009;;;
Bayern;FH Rosenheim;;Gebäudehülle;Förderverein des Zentralverbands Sanitär Heizung Klima;135000;;5 Jahre;2013;;;
Bayern;FH Rosenheim;;Betriebswirtschaft;Schön Kliniken GmbH;100000;;5 Jahre;2009;;;
Bayern;FH Rosenheim;;Physiotherapie;RoMed Kliniken;42857;300000;7 Jahre;2012;;;
Bayern;FH Rosenheim;;Forschungsprofessur;;;;;;;;
Bayern;Universität Bayreuth;;Ethnologie;Deutsche Forschungsgemeinschaft;;226100;2 Jahre;2012;;;
Bayern;Universität Bayreuth;;Entwicklung und Politik Afrikas;Deutsche Forschungsgemeinschaft;;250000;4 Jahre;2009;;;
Bayern;Universität Bayreuth;;Material Physics and Technology at Extreme Conditions;Deutsche Forschungsgemeinschaft;;320000;3 Jahre;2011;;;
Bayern;Universität Bayreuth;;Materialsimulation;Oberfrankenstiftung Bayreuth;;1500000;5 Jahre;2010;;;
Bayern;Universität Bayreuth;;Pflanzengenetik/Populatiosgenetik;Stifterverband für die Deutsche Wissenschaft;;470000;6 Jahre;2010;;;
Bayern;Universität Bayreuth;;Nonlinear dynamics in high temperature magnetized plasmas, Physics understanding through computing;Volkswagen-Stiftung;;943700;5 Jahre;2010;;;
Bayern;Universität Bayreuth;;Islamwissenschaften;Deutsche Forschungsgemeinschaft;;380000;3 Jahre;2011;;;
Bayern;Universität Bayreuth;;Clustering of micro- and nanoscopic drug delivery agents in human blood flow;Volkswagen-Stiftung;;1085400;5 Jahre;2013;;;
Bayern;Akademie der Bildenden Künste München;;Malerei und Grafik;Stiftung Kunstakademie;;;5 Jahre;2010;;;
Bayern;FH Regensburg;;Pflegewissenschaft;Barmherzige Brüder;k.A.;;6 Jahre;2012;;;
Bayern;FH Regensburg;;Biomedical Engineering;Scheubeck-Jansen-Stiftung;k.A.;;5 Jahre;2012;;;
Bayern;FH Regensburg;;Pflegewissenschaft;Bezirk Oberpfalz;k.A.;;6 Jahre;2011;;;
Bayern;FH Regensburg;;Malerei und Grafik;;;;;;;;
Bayern;Technische Hochschule Ingolstadt (FH);;Internationales Handelsmanagement, Strategisches Marketing und Innovationsmanagement;;;;;;;;
Bayern;Technische Hochschule Ingolstadt (FH);;Handelsmarketing, Personal- und Organisationsmanagement;;;;;;;;
Bayern;Technische Hochschule Ingolstadt (FH);;International Retail Management und Marketing;;;;;;;;
Bayern;Technische Hochschule Ingolstadt (FH);;Wirtschaftsprivatrecht;;;;;;;;
Bayern;Technische Hochschule Ingolstadt (FH);;Beschaffungsmanagement und Betriebswirtschaftslehre;;;;;;;;
Bayern;Technische Hochschule Ingolstadt (FH);;Akustik und Technische Mechanik;;;;;;;;
Bayern;Technische Hochschule Ingolstadt (FH);;Systemtechnik in sicherheitsgerichteten Anwendungen;;;;;;;;
Bayern;Technische Hochschule Ingolstadt (FH);;Fahrzeugsicherheit und Signalverarbeitung;;;;;;;;
Bayern;Universität Erlangen-Nürnberg;;GfK-Lehrstuhl für Marketing Intelligence;GfK Nürnberg e.V.;;;unbefristet;;;;
Bayern;Universität Erlangen-Nürnberg;;Lehrstuhl für Volkswirtschaftslehre, insb. Empirische Mikroökonomie (Jülicher Modell);Bundesagentur für Arbeit;;;5 Jahre;2009;;;
Bayern;Universität Erlangen-Nürnberg;;Lehrstuhl für Volkswirtschaftslehre, insb. Arbeitsökonomie (Jülicher Modell);Bundesagentur für Arbeit;;;5 Jahre;2009;;;
Bayern;Universität Erlangen-Nürnberg;;Stiftungsprofessur für Personalmanagement und Arbeitsorganisation technologieorientierter Unternehmen;Audi;;;5 Jahre;;;;
Bayern;Universität Erlangen-Nürnberg;;Theo und Friedl Schöller-Stiftungsprofessur für klinische Ernährung im Alter;Theo und Friedl Schöller-Stiftung;;;5 Jahre;2009;;;
Bayern;Universität Erlangen-Nürnberg;;Stiftungsprofessur für Orthopädische und Rheumatologische Rehabilitation;Landesversicherungsanstalt Oberbayern (LVA);;;unbefristet;1997;;;
Bayern;Universität Erlangen-Nürnberg;;Henriette Schmidt-Burkhardt Lehrstuhl für Lebesmittelchemie;Henriette Schmidt-Burkhardt;;;bis zum Ausscheiden von Prof. Pischetsrieder;;;;
Bayern;Universität Erlangen-Nürnberg;;Juniorprofessur für Mathematische Optimierung (Stiftungsprofessur Exzellenzcluster);;;;;;;;
Bayern;Universität Erlangen-Nürnberg;;Professur für Theoretische Physik (Stiftungsprofessur Exzellenzcluster);;;;;;;;
Bayern;Universität Erlangen-Nürnberg;;Juniorprofessur für Experimentalphysik (Rasterelektronenmikroskopie) (Stiftungsprofessur Exzellenzcluster);Biotronik;;;;;;;
Bayern;Universität Erlangen-Nürnberg;;Professur für Physik (SAOT) (Stiftungsprofessur Exzellenzinitiative);Fraunhofer-Gesellschaft;;;;;;;
Bayern;Universität Erlangen-Nürnberg;;Max-Schaldach-Stiftungsprofessur für Biomedizinische Technik;Biotronik;;;12 Jahre;2005;;;
Bayern;Universität Erlangen-Nürnberg;;Stiftungslehrstuhl für Informationstechnik mit dem Schwerpunkt Kommunikationselektronik;Fraunhofer-Gesellschaft;;;unbefristet;;;;
Bayern;Universität Erlangen-Nürnberg;;Professor für Aromaforschung;Fraunhofer-Gesellschaft;;;5 Jahre ab Besezung;;;;
Bayern;Universität Erlangen-Nürnberg;;Juniorprofessur für Optofluidics  (Stiftungsprofessur Exzellenzinitiative);Alexander von Humboldt Stiftung;;;;;;;
Bayern;Universität Erlangen-Nürnberg;;Professur f. Nanomaterialcharakterisierung (Streumethoden) CENEM  (Stiftungsprofessur Exzellenzinitiative);;;;;;;;
Bayern;Universität Erlangen-Nürnberg;;Professur für Digitale übertragung;Alexander von Humboldt Stiftung;;;;;;;
Bayern;Universität Erlangen-Nürnberg;;Professur für Digitale übertragung;Fraunhofer-Gesellschaft;;;;;;;
Bayern;Universität Erlangen-Nürnberg;;LS f. Audiocodierung;Fraunhofer-Gesellschaft;;;10 Jahre ab Erstberufung (im Anschluss Verlängerung um zunächst weitere 5 Jahre geplant);;;;
Bayern;Universität Erlangen-Nürnberg;;LS f. Audiosignalanalyse;Fraunhofer-Gesellschaft;;;10 Jahre ab Erstberufung (im Anschluss Verlängerung um zunächst weitere 5 Jahre geplant);;;;
Bayern;Universität Erlangen-Nürnberg;;LS f. Semantische Audiosignalverarbeitung;Fraunhofer-Gesellschaft;;;10 Jahre ab Erstberufung (im Anschluss Verlängerung um zunächst weitere 5 Jahre geplant);;;;
Bayern;Universität Erlangen-Nürnberg;;Professur für wahrnehmungsbasierte, räumliche Audiosignalverarbeitung;Fraunhofer-Gesellschaft;;;10 Jahre ab Erstberufung (im Anschluss Verlängerung um zunächst weitere 5 Jahre geplant);;;;
Bayern;Universität Erlangen-Nürnberg;;Professur für Psychoakustik;Fraunhofer-Gesellschaft;;;10 Jahre ab Erstberufung (im Anschluss Verlängerung um zunächst weitere 5 Jahre geplant);;;;
Bayern;Universität Erlangen-Nürnberg;;Professur für Sprachkodierung;Fraunhofer-Gesellschaft;;;10 Jahre ab Erstberufung (im Anschluss Verlängerung um zunächst weitere 5 Jahre geplant);;;;
Bayern;Universität Erlangen-Nürnberg;;Junior-Stiftungsprofessur für Sportinformatik (Digital Sports);Adidas;;;6 Jahre;2011;;;
Bayern;Universität Erlangen-Nürnberg;;Juniorprofessur für Nanostructured Particles  (Stiftungsprofessur Exzellenzinitiative);;;;;;;;
Bayern;Universität Erlangen-Nürnberg;;Juniorprofessur für Katalytische Materialien (Stiftungsprofessur Exzellenzinitiative);;;;;;;;
Bayern;Universität Erlangen-Nürnberg;;Professur für Particle Synthesis (Stiftungsprofessur Exzellenzinitiative);;;;;;;;
Bayern;Universität Erlangen-Nürnberg;;Juniorprofessur für Werkstoffmikromechanik (Stiftungsprofessur Exzellenzinitiative);;;;;;;;
Bayern;Universität Erlangen-Nürnberg;;Professur für Nano - Elektronik (Stiftungsprofessur Exzellenzinitiative);;;;;;;;
Bayern;Universität Erlangen-Nürnberg;;Lehrstuhl für Multiscale Simulation of Particulate Systems (Stiftungsprofessur Exzellenzinitiative);;;;;;;;
Bayern;Universität Erlangen-Nürnberg;;(Stiftungsprofessur Exzellenzcluster);;;;;;;;
Bayern;Universität Erlangen-Nürnberg;;Biomedizin des Alterns;Barmherzige Brüder;;;;2013;;;
Bayern;Universität Erlangen-Nürnberg (Klinikum);;Juniorprofessur für chronisch - entzündliche Darmerkrankungen, Medizinischen Klinik 1 - Gastroenterologie, Pneumologie und Endokrinologie;AbbVie (AbbVie Deutschland GmbH & Co. KG);;;3 Jahre;2010;;;
Bayern;Universität Erlangen-Nürnberg (Klinikum);;W1-Stiftungs-Juniorprofessur für Molekulare Endoskopie an der Medizinischen Klinik 1 - Gastroenterologie, Pneumologie und Endokrinologie;Pentax Europe GmbH;;;3 Jahre;2011;;;
Bayern;Universität Erlangen-Nürnberg (Klinikum);;Stiftungsprofessur für Klinische und Experimentelle Ernährungsmedizin;Nestlé;;;6 Jahre;;;;
Bayern;Universität Erlangen-Nürnberg (Klinikum);;Stiftungsprofessur für Klinische und Experimentelle Ernährungsmedizin;GHD GesundHeits GmbH;;;;;;;
Bayern;Universität Erlangen-Nürnberg (Klinikum);;Professur für Palliativmedizin (Stiftungslehrstuhl);Deutsche Krebshilfe;;;5 Jahre;2010;;;
Bayern;Universität Erlangen-Nürnberg (Klinikum);;Stiftungsprofessur für Pädiatrische Endokrinologie;Pfizer;;;5 Jahre;2006;;;
Bayern;Universität Erlangen-Nürnberg (Klinikum);;Professur für Computational Medicine (DFG-Forschungsprofesssur), Phoniatrie und Pädaudiologie;Deutsche Forschungsgemeinschaft;;;7 Jahre;2007;;;
Bayern;Universität Erlangen-Nürnberg (Klinikum);;Else Kröner-Fresenius-Stiftungsprofessur für Nanomedizin;Fresenius Medical Care;;;5 Jahre;2009;;Else Kröner-Fresenius-Stiftung;
Bayern;Universität Erlangen-Nürnberg (Klinikum);;Stiftungsprofessur für Neurologische Rehabilitation;Medical Park AG;;;5 Jahre;;;;
Bayern;Universität Erlangen-Nürnberg (Klinikum);;Professur für Neuroimmunologie;Novartis;;;5 Jahre;;;;
NRW;Fernuniversität Hagen;Institut für Soziologie;Ernsting's family-Junior-Stiftungsprofessur für Soziologie familialer Lebensformen, Netzwerke und Gemeinschaften;EHG Service GmbH;;500000;6 Jahre;2012;;;
NRW;Universität Duisburg-Essen (ohne Klinikum);BWL;Interne Revision und Corporate Governance;Deutsches Institut für Interne Revision e.V.;;;5 Jahre;;;;
NRW;Universität Duisburg-Essen (ohne Klinikum);Gesellschaftswissenschaften;Juniorprofessur für Politikwissenschaften;WestLB;;;5 Jahre;;;;
NRW;Universität Duisburg-Essen (ohne Klinikum);Mathematik;Algebraische Geometrie;Alexander von Humboldt Stiftung;;;5 Jahre;;;;
NRW;Universität Duisburg-Essen (ohne Klinikum);Wirtschaftswissenschaften;Energiehandel und Finanzdienstleistungen;RWE;;;5 Jahre;;;;
NRW;Universität Duisburg-Essen (ohne Klinikum);Ingenieurwissenschaften;Biomechanik;Stifterverband für die Deutsche Wissenschaft;;;5 Jahre;;;;
NRW;Universität Duisburg-Essen (ohne Klinikum);Ingenieurwissenschaften;Turbo Machinery;Stifterverband für die Deutsche Wissenschaft;;;5 Jahre;;;;
NRW;Universität Duisburg-Essen (ohne Klinikum);Medizin;Experimentelle Psychobiologie;Deutsche Forschungsgemeinschaft;;;5 Jahre;;;;
NRW;FH des Mittelstandes Bielefeld (Priv. FH);Center for Sustainable Governance (CSG) ;Nachhaltigkeit in der Unternehmensführung;Volksbank Paderborn-Höxter-Detmold;;;;;;;
NRW;FH des Mittelstandes Bielefeld (Priv. FH);Center for Sustainable Governance (CSG) ;Nachhaltigkeit in der Unternehmensführung;Bernhard von Schubert;;;;;;;
NRW;FH des Mittelstandes Bielefeld (Priv. FH);Center for Sustainable Governance (CSG) ;Nachhaltigkeit in der Unternehmensführung;August Oetker;;;;;;;
NRW;FH des Mittelstandes Bielefeld (Priv. FH);Center for Sustainable Governance (CSG) ;Nachhaltigkeit in der Unternehmensführung;Kreis Lippe;;;;;;;
NRW;FH Bielefeld;;Industriebetriebslehre und Produktionswirtschaft;ProWirtschaft GT GmbH;75000;;5 Jahre;2015;;;
NRW;FH Bielefeld;;Industriebetriebslehre und Produktionswirtschaft;Stiftung der Kreissparkasse Wiedenbrück, pro Wirtschaft GT GmbH;25000;;;;;;
NRW;FH Bielefeld;;Elektrotechnik und Automatisierung;Beckhoff Automation GmbH;100000;;5 Jahre;2011;;;
NRW;FH Bielefeld;;Ingenieurwissenschaftliche Grundlagen und deren Anwendung;Stiftung der Kreissparkasse Wiedenbrück, pro Wirtschaft GT GmbH;100000;;5 Jahre;2010;;;
NRW;Hochschule Niederrhein;;Controlling, insbesondere in der Energiewirtschaft und Betriebswirtschaftliches Energiemanagement;NEW AG;150000;;5 Jahre;2013;;;
NRW;Hochschule Niederrhein;;Psychosoziale Interventionen in Handlungsfeldern der Prävention und Rehabilitation;Georg Gottlob Stiftung;;280000;3 Jahre;2009;;;
NRW;Ruhr-Universität Bochum (ohne Klinikum);Internationales Geothermiezentrum (GZB);Stiftungslehrstuhl für Reservoir Engineering und Gesteinsphysik;Stadtwerke Bochum;100000;;01.09.2014, 5 Jahre;;;;
NRW;Ruhr-Universität Bochum (ohne Klinikum);;Atomistische Modellierung und Simulation;ThyssenKrupp;;;;2008;;;
NRW;Ruhr-Universität Bochum (ohne Klinikum);;Atomistische Modellierung und Simulation;Bayer;;;;;;Bayer MaterialScience;
NRW;Ruhr-Universität Bochum (ohne Klinikum);;Atomistische Modellierung und Simulation;Bayer;;;;;;Bayer Technology Services;
NRW;Ruhr-Universität Bochum (ohne Klinikum);;Atomistische Modellierung und Simulation;Mannesmann;;;;;;;
NRW;Ruhr-Universität Bochum (ohne Klinikum);;Atomistische Modellierung und Simulation;Bosch;;;;;;;
NRW;Ruhr-Universität Bochum (ohne Klinikum);;Werkstoffwissenschaften;ThyssenKrupp;;;;;;;
NRW;Ruhr-Universität Bochum (ohne Klinikum);;Werkstoffwissenschaften;Bayer;;;;;;Bayer MaterialScience;
NRW;Ruhr-Universität Bochum (ohne Klinikum);;Werkstoffwissenschaften;Bayer;;;;;;Bayer Technology Services;
NRW;Ruhr-Universität Bochum (ohne Klinikum);;Werkstoffwissenschaften;Mannesmann;;;;;;;
NRW;Ruhr-Universität Bochum (ohne Klinikum);;Werkstoffwissenschaften;Bosch;;;;;;;
NRW;Ruhr-Universität Bochum (ohne Klinikum);;Skalenübergreifende Thermodynamische und Kinetische Simulation;ThyssenKrupp;;;;;;;
NRW;Ruhr-Universität Bochum (ohne Klinikum);;Skalenübergreifende Thermodynamische und Kinetische Simulation;Bayer;;;;;;Bayer MaterialScience;
NRW;Ruhr-Universität Bochum (ohne Klinikum);;Skalenübergreifende Thermodynamische und Kinetische Simulation;Bayer;;;;;;Bayer Technology Services;
NRW;Ruhr-Universität Bochum (ohne Klinikum);;Skalenübergreifende Thermodynamische und Kinetische Simulation;Mannesmann;;;;;;;
NRW;Ruhr-Universität Bochum (ohne Klinikum);;Skalenübergreifende Thermodynamische und Kinetische Simulation;Bosch;;;;;;;
NRW;Ruhr-Universität Bochum (ohne Klinikum);;Religionsforschung;Bundesministerium für Bildung und Forschung;;;2008 ausgelaufen;;;;
NRW;Ruhr-Universität Bochum (ohne Klinikum);;Funktionelle Architektur;Stiftung Mercator;;;;;;;
NRW;Ruhr-Universität Bochum (ohne Klinikum);Geistes- und Sozialwissenschaften.;"4 Stiftungsprofessuren ""Räume anthropologischen Wissens""";Stiftung Mercator;;10000000;6 Jahre;2010;;;
NRW;Ruhr-Universität Bochum (ohne Klinikum);Neurowissenschaften;3 Stiftungsprofessuren Struktur des Gedächtnisses;Stiftung Mercator;;;;;;;
NRW;Ruhr-Universität Bochum (ohne Klinikum);Philologie;Christoph-Schlingensief-Gastprofessur für Szenische Forschung;Kunststiftung NRW;;;5 Jahre;2014;;;
NRW;Ruhr-Universität Bochum (ohne Klinikum);Chemie und Biochemie;Evonik-Stiftungsprofessur für Organische Chemie;Evonik;750000;;;2016;;;
NRW;Ruhr-Universität Bochum (ohne Klinikum);;Theorie des Gedächtnisses;Emmy-Nöther oder Heisenberg-Programm;;;;;;;
NRW;Ruhr-Universität Bochum (ohne Klinikum);;Christliche Archäologie;Gielen-Leyendecker-Stiftung;;;;2008;;;
NRW;Ruhr-Universität Bochum (ohne Klinikum);;Juniorprofessur  Nachhaltige Nutzung natürlicher Ressourcen;Bosch;;;;2009;;Robert-Bosch-Stiftung;
NRW;Ruhr-Universität Bochum (ohne Klinikum);;Juniorprofessur Nachhaltige Nutzung natürlicher Ressourcen;Bosch;;;;2012;;Robert-Bosch-Stiftung;
NRW;Ruhr-Universität Bochum (ohne Klinikum);Wirtschaftswissenschaft;Rechnungslegung und Wirtschaftsprüfung;PricewaterhouseCoopers;;;5 Jahre;2010;;;
NRW;Ruhr-Universität Bochum (ohne Klinikum);Philosophie/Erziehungs-wissenschaft;Lichtenberg-Professur;Volkswagen-Stiftung;;;5 Jahre;2014;;;
NRW;Ruhr-Universität Bochum (ohne Klinikum);;Schumpeter Fellowship Mikroökonomik;Volkswagen-Stiftung;;;;2012;;;
NRW;Ruhr-Universität Bochum (ohne Klinikum);;Juniorprofessur Altamerikanistik;Deutsche Altamerika-Stiftung;;;;2013;;;
