Bundesland;Universität;Jahr;Name des Gebers;Geld-/Sachspende;Art der Leistung;Wert;Hinweis;Alternativname;Quelle
Thüringen;Friedrich-Schiller-Universität Jena (ohne Klinikum);2011;Anonym;Geldleistung;Sponsoring;500;MiCom 2011;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;Friedrich-Schiller-Universität Jena (ohne Klinikum);2011;Anonym;Geldleistung;Sponsoring;6000;Tagung;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;Friedrich-Schiller-Universität Jena (ohne Klinikum);2011;Anonym;Geldleistung;Sponsoring;500;MiCom 2011;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;Friedrich-Schiller-Universität Jena (ohne Klinikum);2011;Anonym;Geldleistung;Sponsoring;600;biovision;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;Friedrich-Schiller-Universität Jena (ohne Klinikum);2011;Anonym;Geldleistung;Sponsoring;840,34;dvs-Tagung;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;Friedrich-Schiller-Universität Jena (ohne Klinikum);2011;Anonym;Geldleistung;Sponsoring;840,34;Dynamic Walking;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;Friedrich-Schiller-Universität Jena (ohne Klinikum);2011;Anonym;Geldleistung;Sponsoring;700;Dynamic Walking;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;Friedrich-Schiller-Universität Jena (ohne Klinikum);2011;Anonym;Geldleistung;Sponsoring;840,34;Dynamic Walking;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;Friedrich-Schiller-Universität Jena (ohne Klinikum);2011;Anonym;Geldleistung;Sponsoring;1000;Dynamic Walking;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;Friedrich-Schiller-Universität Jena (ohne Klinikum);2011;Anonym;Geldleistung;Sponsoring;1680,67;nicht bekannt;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;Friedrich-Schiller-Universität Jena (ohne Klinikum);2011;Anonym;Geldleistung;Sponsoring;575;MiCom 2011;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;Friedrich-Schiller-Universität Jena (ohne Klinikum);2011;Anonym;Geldleistung;Sponsoring;1260,5;Tag der Fak. für Mathem;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;Friedrich-Schiller-Universität Jena (ohne Klinikum);2011;Anonym;Geldleistung;Sponsoring;1000;DGAF-Tagung;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;Friedrich-Schiller-Universität Jena (ohne Klinikum);2011;Anonym;Geldleistung;Sponsoring;6000;DGAF-Tagung;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;Friedrich-Schiller-Universität Jena (ohne Klinikum);2011;Anonym;Geldleistung;Sponsoring;4000;DGAF-Tagung;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;Friedrich-Schiller-Universität Jena (ohne Klinikum);2011;Anonym;Geldleistung;Sponsoring;1000;DGAF-Tagung;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;Friedrich-Schiller-Universität Jena (ohne Klinikum);2011;Anonym;Geldleistung;Sponsoring;4000;DGAF-Tagung;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;Friedrich-Schiller-Universität Jena (ohne Klinikum);2011;Anonym;Geldleistung;Sponsoring;1000;DGAF-Tagung;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;Friedrich-Schiller-Universität Jena (ohne Klinikum);2011;Anonym;Geldleistung;Sponsoring;1250;nicht bekannt;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;Friedrich-Schiller-Universität Jena (ohne Klinikum);2011;Anonym;Geldleistung;Sponsoring;500;nicht bekannt;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;Friedrich-Schiller-Universität Jena (ohne Klinikum);2011;Anonym;Geldleistung;Sponsoring;750;nicht bekannt;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;Friedrich-Schiller-Universität Jena (ohne Klinikum);2011;Anonym;Geldleistung;Sponsoring;750;nicht bekannt;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;Friedrich-Schiller-Universität Jena (ohne Klinikum);2011;Anonym;Geldleistung;Sponsoring;550;Logo für Jahres- bericht;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;Friedrich-Schiller-Universität Jena (ohne Klinikum);2011;Anonym;Geldleistung;Sponsoring;550;Logo für Jahres- bericht;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;Friedrich-Schiller-Universität Jena (ohne Klinikum);2011;Anonym;Geldleistung;Sponsoring;550;Logo für Jahres- bericht;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;Friedrich-Schiller-Universität Jena (ohne Klinikum);2011;Anonym;Geldleistung;Sponsoring;750;Ideenwettbewerb 2011;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;Friedrich-Schiller-Universität Jena (ohne Klinikum);2011;Anonym;Geldleistung;Sponsoring;1000;Ideenwettbewerb 2012;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;Friedrich-Schiller-Universität Jena (ohne Klinikum);2011;Anonym;Geldleistung;Sponsoring;750;Ideenwettbewerb 2013;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;Friedrich-Schiller-Universität Jena (ohne Klinikum);2011;Anonym;Geldleistung;Sponsoring;750;Ideenwettbewerb 2014;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;Friedrich-Schiller-Universität Jena (ohne Klinikum);2011;Anonym;Geldleistung;Sponsoring;840,34;Pharmaball;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;Friedrich-Schiller-Universität Jena (ohne Klinikum);2011;Anonym;Geldleistung;Sponsoring;31000;Tagung 07./08.10.2011;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;Friedrich-Schiller-Universität Jena (ohne Klinikum);2011;Anonym;Geldleistung;Sponsoring;3000;40880;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;Friedrich-Schiller-Universität Jena (ohne Klinikum);2011;Anonym;Geldleistung;Sponsoring;12000;Symposium;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;Friedrich-Schiller-Universität Jena (ohne Klinikum);2011;Anonym;Geldleistung;Sponsoring;20000;Symposium;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;Friedrich-Schiller-Universität Jena (ohne Klinikum);2011;Anonym;Geldleistung;Sponsoring;6500;Projektzuschuss;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;Friedrich-Schiller-Universität Jena (ohne Klinikum);2011;Anonym;Geldleistung;Sponsoring;6000;Projektzuschuss;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;Friedrich-Schiller-Universität Jena (ohne Klinikum);2011;Anonym;Geldleistung;Sponsoring;10000;Tagung;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;Friedrich-Schiller-Universität Jena (ohne Klinikum);2011;Anonym;Geldleistung;Sponsoring;1000;Tagung;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;Friedrich-Schiller-Universität Jena (ohne Klinikum);2011;Anonym;Sachleistung;Spende;517,99;ThULB, Erziehungswissen- schaftl. Fachliteratur;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;Friedrich-Schiller-Universität Jena (ohne Klinikum);2011;Anonym;Sachleistung;Spende;802,85;ThULB, Sozialwissenschaftl. Fachliteratur;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;Friedrich-Schiller-Universität Jena (ohne Klinikum);2011;Anonym;Sachleistung;Spende;543,87;ThULB, Juristische Fachliteratur;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;Friedrich-Schiller-Universität Jena (ohne Klinikum);2011;Anonym;Sachleistung;Spende;7500;Herbarium Hausknecht Herbarium Material;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;Friedrich-Schiller-Universität Jena (ohne Klinikum);2011;Anonym;Sachleistung;Spende;4679,13;ThULB, Mathematsche Fachliteratur;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;Friedrich-Schiller-Universität Jena (ohne Klinikum);2011;Anonym;Sachleistung;Spende;17718;Herbarium Hausknecht Herbarium Material;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Niedersachsen;Universität Vechta;2012;Alte Oldenburger Krankenversicherung AG, Vechta;Geldleistung;Spende;1800;Deutschlandstipendium;;http://www.niedersachsen.de/download/65425
Niedersachsen;Universität Vechta;2012;Autohaus Anders, Vechta;Geldleistung;Spende;1800;Deutschlandstipendium;;http://www.niedersachsen.de/download/65425
Niedersachsen;Universität Vechta;2012;Bankhaus W. Fortmann & Söhne, Oldenburg;Geldleistung;Spende;1800;Deutschlandstipendium;;http://www.niedersachsen.de/download/65425
Niedersachsen;Universität Vechta;2012;Big Dutchmann International GmbH, Vechta-Calveslage;Geldleistung;Spende;6000;Regionalmonitoring Agrar- und Ernährungswirtschaft;;http://www.niedersachsen.de/download/65425
Niedersachsen;Universität Vechta;2012;Bischöflich-Münstersches Offizialat, Vechta;Geldleistung;Spende;7780;Expedition Berufswelt;;http://www.niedersachsen.de/download/65425
Niedersachsen;Universität Vechta;2012;Brand Qualitätsfleisch GmbH & Co. KG, Lohne;Geldleistung;Spende;2000;Regionalmonitoring Agrar- und Ernährungswirtschaft;;http://www.niedersachsen.de/download/65425
Niedersachsen;Universität Vechta;2012;Deutsches Frühstückei GmbH & Co. KG, Neunkirchen-Vörden;Geldleistung;Spende;6000;Regionalmonitoring Agrar- und Ernährungswirtschaft;;http://www.niedersachsen.de/download/65425
Niedersachsen;Universität Vechta;2012;Erzeugergroßmarkt Langförden-Oldenburg e.G., Vechta-Langförden;Geldleistung;Spende;2000;Forschungsförderung;;http://www.niedersachsen.de/download/65425
Niedersachsen;Universität Vechta;2012;EW Group GmbH, Visbek;Geldleistung;Spende;6000;Regionalmonitoring Agrar- und Ernährungswirtschaft;;http://www.niedersachsen.de/download/65425
Niedersachsen;Universität Vechta;2012;EWE;Geldleistung;Spende;9000;Projekt: Kirchspiel Harpstedt;;http://www.niedersachsen.de/download/65425
Niedersachsen;Universität Vechta;2012;Fresh-Pac Verpackungs mbH, Vechta-Calveslage;Geldleistung;Spende;10000;Musikgeragogik;;http://www.niedersachsen.de/download/65425
Niedersachsen;Universität Vechta;2012;Gemeinde Essen;Geldleistung;Spende;2000;Frühe mathematische Bildung;;http://www.niedersachsen.de/download/65425
Niedersachsen;Universität Vechta;2012;Grimme;Geldleistung;Spende;3600;Deutschlandstipendium;;http://www.niedersachsen.de/download/65425
Niedersachsen;Universität Vechta;2012;ISN Interessengemeinschaft der Schweinehalter e. V., Damme;Geldleistung;Spende;2000;Forschungsförderung;;http://www.niedersachsen.de/download/65425
Niedersachsen;Universität Vechta;2012;Kalvelage Holding GmbH, Höltinghausen;Geldleistung;Spende;2000;EuroTier 2012;;http://www.niedersachsen.de/download/65425
Niedersachsen;Universität Vechta;2012;Kiene, Dr, Bernd, Vechta;Geldleistung;Spende;1800;Deutschlandstipendium;;http://www.niedersachsen.de/download/65425
Niedersachsen;Universität Vechta;2012;Landessparkasse zu Oldenburg;Geldleistung;Spende;3600;Deutschlandstipendium;;http://www.niedersachsen.de/download/65425
Niedersachsen;Universität Vechta;2012;Landkreis Cloppenburg;Geldleistung;Spende;2500;Stuhlpatenschaft;;http://www.niedersachsen.de/download/65425
Niedersachsen;Universität Vechta;2012;Landkreis Vechta;Geldleistung;Spende;3000;Frauenbildung und Emanzipation;;http://www.niedersachsen.de/download/65425
Niedersachsen;Universität Vechta;2012;Landkreis Vechta;Geldleistung;Spende;2500;Stuhlpatenschaft;;http://www.niedersachsen.de/download/65425
Niedersachsen;Universität Vechta;2012;Leiber, Carl, Cloppenburg;Geldleistung;Spende;5400;Deutschlandstipendium;;http://www.niedersachsen.de/download/65425
Niedersachsen;Universität Vechta;2012;Niedersächsisches Institut für frühkindliche Bildung und Entwicklung e.V., Osnabrück;Geldleistung;Spende;7500;Matheherbst;;http://www.niedersachsen.de/download/65425
Niedersachsen;Universität Vechta;2012;Nds. Geflügelwirtschaft e.V., Oldenburg;Geldleistung;Spende;26100;Wiss. Begleitung Kommunikation Geflügelwirtschaft;;http://www.niedersachsen.de/download/65425
Niedersachsen;Universität Vechta;2012;Nds. Geflügelwirtschaft e.V., Oldenburg;Geldleistung;Spende;2000;EuroTier 2012;;http://www.niedersachsen.de/download/65425
Niedersachsen;Universität Vechta;2012;Nds. Geflügelwirtschaft e.V., Oldenburg;Geldleistung;Spende;105000;Projekt: Leitbild;;http://www.niedersachsen.de/download/65425
Niedersachsen;Universität Vechta;2012;Neudorff, W. GmbH KG, Emmerthal;Geldleistung;Spende;8000;Stipendium Schulgarten;;http://www.niedersachsen.de/download/65425
Niedersachsen;Universität Vechta;2012;Oldenburgische Volkszeitung, Vechta;Geldleistung;Spende;1800;Deutschlandstipendium;;http://www.niedersachsen.de/download/65425
Niedersachsen;Universität Vechta;2012;Pöppelmann GmbH & Co.KG, Lohne;Geldleistung;Spende;1800;Frauenbildung und Emanzipation;;http://www.niedersachsen.de/download/65425
Niedersachsen;Universität Vechta;2012;Seele, Anett und Jan, Antdorf;Geldleistung;Spende;1000;Mexikoforschung;;http://www.niedersachsen.de/download/65425
Niedersachsen;Universität Vechta;2012;Siemer, Dr. Stephan, Vechta;Geldleistung;Spende;1800;Deutschlandstipendium;;http://www.niedersachsen.de/download/65425
Niedersachsen;Universität Vechta;2012;Stadt Lohne;Geldleistung;Spende;2000;Frauenbildung und Emanzipation;;http://www.niedersachsen.de/download/65425
Niedersachsen;Universität Vechta;2012;Stadt Vechta;Geldleistung;Spende;4500;Deutschlandstipendium;;http://www.niedersachsen.de/download/65425
Niedersachsen;Universität Vechta;2012;Stadtbäckerei Grieshop GmbH, Vechta;Geldleistung;Spende;1800;Deutschlandstipendium;;http://www.niedersachsen.de/download/65425
Niedersachsen;Universität Vechta;2012;Themann, Karl, Bakum;Geldleistung;Spende;1000;Stuhlpatenschaft;;http://www.niedersachsen.de/download/65425
Niedersachsen;Universität Vechta;2012;Universitätsgesellschaft Vechta e.V., Vechta;Geldleistung;Spende;1353,32;Projekt: Höffmann;;http://www.niedersachsen.de/download/65425
Niedersachsen;Universität Vechta;2012;Universitätsgesellschaft Vechta e.V., Vechta;Geldleistung;Spende;32848,09;Begleitforschung;;http://www.niedersachsen.de/download/65425
Niedersachsen;Universität Vechta;2012;Universitätsgesellschaft Vechta e.V., Vechta;Geldleistung;Spende;2500;Historische Forschung;;http://www.niedersachsen.de/download/65425
Niedersachsen;Universität Vechta;2012;Universitätsgesellschaft Vechta e.V., Vechta;Geldleistung;Spende;18500;Frauenbildung und Emanzipation;;http://www.niedersachsen.de/download/65425
Niedersachsen;Universität Vechta;2012;Universitätsgesellschaft Vechta e.V., Vechta;Geldleistung;Spende;1800;Deutschlandstipendium;;http://www.niedersachsen.de/download/65425
Niedersachsen;Universität Vechta;2012;Vogelsang Stiftung, Essen;Geldleistung;Spende;2000;Frühe mathematische Bildung;;http://www.niedersachsen.de/download/65425
Niedersachsen;Universität Vechta;2012;Volksbank Vechta eG;Geldleistung;Spende;1000;Projekt:Dickens-Konferenz;;http://www.niedersachsen.de/download/65425
Niedersachsen;Universität Vechta;2012;Volksbank Vechta eG;Geldleistung;Spende;1000;Frauenbildung und Emanzipation;;http://www.niedersachsen.de/download/65425
Niedersachsen;Universität Vechta;2012;Volksbank Vechta eG;Geldleistung;Spende;1800;Deutschlandstipendium;;http://www.niedersachsen.de/download/65425
Niedersachsen;Universität Vechta;2012;Volksbank Vechta eG;Geldleistung;Spende;1000;Mexikoforschung;;http://www.niedersachsen.de/download/65425
Niedersachsen;Universität Vechta;2012;WEDA - Dammann und Westerkamp GmbH, Lutten;Geldleistung;Spende;2000;EuroTier 2012;;http://www.niedersachsen.de/download/65425
Niedersachsen;Universität Vechta;2012;Welker, Günter, Quarkenbrück;Geldleistung;Spende;5000;Musikgeragogik;;http://www.niedersachsen.de/download/65425
Niedersachsen;Universität Vechta;2012;Wolking Mühlen- und Maschinenbau GmbH & Co. KG, Vechta- Calveslage;Geldleistung;Spende;1800;Deutschlandstipendium;;http://www.niedersachsen.de/download/65425
Niedersachsen;Universität Vechta;2012;Zerhusen Katonagen GmbH, Damme;Geldleistung;Spende;1800;Deutschlandstipendium;;http://www.niedersachsen.de/download/65425
Niedersachsen;Hochschule Hildesheim/Holzminden/Göttingen (FH);2012;BHW Immobilien GmbH;Geldleistung;Spende;2000;Projekt Immobilien-Research;;http://www.niedersachsen.de/download/65425
Niedersachsen;Hochschule Hildesheim/Holzminden/Göttingen (FH);2012;Centerspace Deutschland GmbH;Geldleistung;Spende;4000;Projekt Immobilien-Research;;http://www.niedersachsen.de/download/65425
Niedersachsen;Hochschule Hildesheim/Holzminden/Göttingen (FH);2012;Cordea Savills GmbH;Geldleistung;Spende;2000;Projekt Immobilien-Research;;http://www.niedersachsen.de/download/65425
Niedersachsen;Hochschule Hildesheim/Holzminden/Göttingen (FH);2012;Deutsch-Baltische Gemeinschaft Braunschweig;Geldleistung;Spende;1700;Projekt Trinitatiskirche Kuldiga;;http://www.niedersachsen.de/download/65425
Niedersachsen;Hochschule Hildesheim/Holzminden/Göttingen (FH);2012;Sparkasse Hildesheim;Geldleistung;Spende;1750;Preisgelder;;http://www.niedersachsen.de/download/65425
